HOG	OG	Gene Tree Parent Clade	alpc	cambac	camdro	camfer	guanc	llama	vicgn
N3.HOG0016472	OG0015788	n0	rna-XM_031686675.1		rna-XM_031471138.1	rna-XM_032458678.1	rna-XM_031686675.1	rna-XM_031686675.1	rna-XM_031686675.1
N3.HOG0016473	OG0015789	n0	rna-XM_006200783.3	rna-XM_010960100.1	rna-XM_031470171.1	rna-XM_006194476.3	rna-XM_006200783.3	rna-XM_006200783.3	rna-XM_006200783.3
N3.HOG0016474	OG0015790	n0	rna-XM_006200781.3	rna-XM_010967351.1	rna-XM_010997098.2	rna-XM_006194478.3	rna-XM_006200781.3	rna-XM_006200781.3	rna-XM_006200781.3
N3.HOG0016475	OG0015791	n0	rna-XM_006200717.3	rna-XM_010945951.1	rna-XM_010982753.2	rna-XM_006173920.3	rna-XM_006200717.3	rna-XM_006200717.3	rna-XM_006200717.3
N3.HOG0016476	OG0015792	n0	rna-XM_031686687.1		rna-XM_031471137.1	rna-XM_032459027.1	rna-XM_031686687.1	rna-XM_031686687.1	rna-XM_031686687.1
N3.HOG0016477	OG0015793	n0	rna-XM_006200681.2	rna-XM_010945968.1	rna-XM_010974815.2	rna-XM_006181338.2	rna-XM_006200681.2	rna-XM_006200681.2	rna-XM_006200681.2
N3.HOG0016478	OG0015794	n0	rna-XM_031686787.1	rna-XM_010945878.1	rna-XM_031470029.1	rna-XM_032459157.1	rna-XM_031686787.1		rna-XM_031686780.1
N3.HOG0016479	OG0015795	n0	rna-XM_031686797.1	rna-XM_010945875.1	rna-XM_010974784.2	rna-XM_032459158.1	rna-XM_031686797.1	rna-XM_031686797.1	rna-XM_031686797.1
N3.HOG0016480	OG0015796	n0	rna-XM_015236315.2	rna-XM_010945858.1		rna-XM_032459184.1	rna-XM_015236315.2	rna-XM_015236315.2	rna-XM_015236315.2
N3.HOG0016481	OG0015797	n0	rna-XM_031686820.1	rna-XM_010945846.1	rna-XM_031469973.1	rna-XM_032459202.1	rna-XM_031686820.1	rna-XM_031686820.1	rna-XM_031686820.1
N3.HOG0016482	OG0015798	n0	rna-XM_031686824.1	rna-XM_010945962.1	rna-XM_031469969.1	rna-XM_032459204.1	rna-XM_031686824.1	rna-XM_031686824.1	rna-XM_031686824.1
N3.HOG0016483	OG0015799	n0	rna-XM_031686825.1	rna-XM_010945842.1	rna-XM_010982030.2	rna-XM_006173680.3	rna-XM_031686825.1	rna-XM_031686825.1	rna-XM_031686825.1
N3.HOG0016484	OG0015800	n0	rna-XM_031686903.1	rna-XM_010959654.1	rna-XM_031469824.1	rna-XM_032459362.1	rna-XM_031686903.1	rna-XM_031686903.1	rna-XM_031686903.1
N3.HOG0016485	OG0015801	n0	rna-XM_015239326.2	rna-XM_010949782.1	rna-XM_010992702.2	rna-XM_032461060.1	rna-XM_015239326.2	rna-XM_015239326.2	rna-XM_015239326.2
N3.HOG0016486	OG0015802	n0	rna-XM_031686980.1	rna-XM_010949781.1	rna-XM_031447685.1	rna-XM_032461102.1	rna-XM_031686980.1	rna-XM_015239323.2	rna-XM_015239323.2
N3.HOG0016487	OG0015803	n0	rna-XM_006204321.3		rna-XM_031447758.1	rna-XM_006179116.3	rna-XM_006204321.3	rna-XM_006204321.3	rna-XM_006204321.3
N3.HOG0016488	OG0015804	n0	rna-XM_006204316.3	"rna-XM_010971981.1, rna-XM_010949941.1"	rna-XM_031447621.1	rna-XM_006179121.3	rna-XM_006204316.3	rna-XM_006204316.3	rna-XM_006204316.3
N3.HOG0016489	OG0015805	n0	rna-XM_006204419.3	rna-XM_010949813.1	rna-XM_010992539.2		rna-XM_006204419.3	rna-XM_006204419.3	rna-XM_006204419.3
N3.HOG0016490	OG0015806	n0	rna-XM_015239297.2	rna-XM_010949815.1	rna-XM_010992541.2	rna-XM_032461136.1	rna-XM_006204311.3	rna-XM_015239297.2	rna-XM_015239297.2
N3.HOG0016491	OG0015807	n0	rna-XM_006204308.3	rna-XM_010949830.1	rna-XM_031447659.1	rna-XM_006179685.3	rna-XM_006204308.3	rna-XM_006204308.3	rna-XM_006204308.3
N3.HOG0016492	OG0015808	n0	rna-XM_031686931.1	rna-XM_010949833.1	rna-XM_031447583.1		rna-XM_031686931.1	rna-XM_031686931.1	rna-XM_031686931.1
N3.HOG0016493	OG0015809	n0	rna-XM_006204298.3	rna-XM_010949844.1	rna-XM_031447611.1	rna-XM_032460298.1	rna-XM_006204298.3	rna-XM_006204298.3	rna-XM_006204298.3
N3.HOG0016494	OG0015810	n0	rna-XM_006204285.3	rna-XM_010949866.1	rna-XM_031447674.1	rna-XM_032460215.1	rna-XM_006204285.3	rna-XM_006204285.3	rna-XM_006204285.3
N3.HOG0016495	OG0015811	n0	rna-XM_015239105.2	rna-XM_010949959.1	rna-XM_031447561.1	rna-XM_014562744.2	rna-XM_015239105.2	rna-XM_015239105.2	rna-XM_015239105.2
N3.HOG0016496	OG0015812	n0	rna-XM_006204395.3	rna-XM_010949894.1	rna-XM_031447716.1	rna-XM_032460158.1	rna-XM_006204395.3	rna-XM_006204395.3	rna-XM_006204395.3
N3.HOG0016497	OG0015813	n0	rna-XM_031687092.1	rna-XM_010949905.1	rna-XM_031447551.1	rna-XM_032460141.1	rna-XM_031687092.1	rna-XM_006204260.3	rna-XM_006204260.3
N3.HOG0016498	OG0015814	n0	rna-XM_006204253.2	rna-XM_010949924.1	rna-XM_010992637.2	rna-XM_032461053.1	rna-XM_006204253.2	rna-XM_006204253.2	rna-XM_006204253.2
N3.HOG0016499	OG0015815	n0	rna-XM_031686939.1	rna-XM_010949969.1	rna-XM_010992674.1	rna-XM_032461052.1	rna-XM_031686939.1	rna-XM_031686939.1	rna-XM_031686939.1
N3.HOG0016500	OG0015816	n0	rna-XM_006204250.3	rna-XM_010949929.1	rna-XM_031447796.1	rna-XM_032460083.1	rna-XM_006204250.3	rna-XM_006204250.3	rna-XM_006204250.3
N3.HOG0016501	OG0015817	n0	rna-XM_031687124.1	rna-XM_010949970.1	rna-XM_031447795.1	rna-XM_032460073.1	rna-XM_015239206.2	rna-XM_015239206.2	rna-XM_015239206.2
N3.HOG0016502	OG0015818	n0	rna-XM_006204247.3	rna-XM_010946637.1	rna-XM_010996908.2	rna-XM_006172634.3	rna-XM_006204247.3	rna-XM_006204247.3	rna-XM_006204247.3
N3.HOG0016503	OG0015819	n0	rna-XM_031687130.1	rna-XM_010950849.1	rna-XM_010991134.2	rna-XM_032460605.1	rna-XM_031687130.1	rna-XM_031687130.1	rna-XM_031687130.1
N3.HOG0016504	OG0015820	n0	rna-XM_006204380.1	rna-XM_010950997.1	rna-XM_031447568.1	rna-XM_032461065.1	rna-XM_006204380.1	rna-XM_006204380.1	rna-XM_006204380.1
N3.HOG0016505	OG0015821	n0	rna-XM_031687135.1	rna-XM_010950855.1	rna-XM_031447415.1	rna-XM_032459464.1	rna-XM_006204242.3	rna-XM_006204242.3	rna-XM_031687134.1
N3.HOG0016506	OG0015822	n0	rna-XM_031687139.1	rna-XM_010950861.1	rna-XM_031447569.1	rna-XM_032460620.1	rna-XM_031687139.1	rna-XM_031687139.1	rna-XM_015239187.2
N3.HOG0016507	OG0015823	n0	rna-XM_031687148.1	rna-XM_010950860.1	rna-XM_031447476.1	rna-XM_006172627.3	rna-XM_006204239.3	rna-XM_006204239.3	rna-XM_031687148.1
N3.HOG0016508	OG0015824	n0	rna-XM_015239162.2	rna-XM_010950894.1	rna-XM_031447572.1		rna-XM_015239162.2	rna-XM_015239162.2	rna-XM_015239162.2
N3.HOG0016509	OG0015825	n0	rna-XM_006204215.3	rna-XM_010950926.1	rna-XM_010991079.2	rna-XM_006178919.3	rna-XM_006204215.3	rna-XM_006204215.3	rna-XM_006204215.3
N3.HOG0016510	OG0015826	n0	rna-XM_031687194.1	rna-XM_010950925.1	rna-XM_031447738.1	rna-XM_032460718.1	rna-XM_031687194.1	rna-XM_031687194.1	rna-XM_031687194.1
N3.HOG0016511	OG0015827	n0	rna-XM_015239140.2	rna-XM_010962109.1	rna-XM_010991306.2	rna-XM_014564216.2	rna-XM_015239139.2	rna-XM_015239140.2	rna-XM_015239139.2
N3.HOG0016512	OG0015828	n0	rna-XM_031687225.1	rna-XM_010961120.1	rna-XM_031433219.1	rna-XM_032460819.1	rna-XM_031687221.1	rna-XM_031687221.1	rna-XM_031687221.1
N3.HOG0016513	OG0015829	n0	rna-XM_006204202.3	rna-XM_010961009.1	rna-XM_031433225.1	rna-XM_032460815.1	rna-XM_006204202.3	rna-XM_006204202.3	rna-XM_006204202.3
N3.HOG0016514	OG0015830	n0	rna-XM_031687230.1		rna-XM_010980042.2	rna-XM_032460790.1	rna-XM_031687230.1	rna-XM_031687230.1	rna-XM_031687230.1
N3.HOG0016515	OG0015831	n0	rna-XM_006204195.3	rna-XM_010961739.1	rna-XM_010980040.2	rna-XM_032460784.1	rna-XM_006204195.3	rna-XM_006204195.3	rna-XM_006204195.3
N3.HOG0016516	OG0015832	n0	"rna-XM_031687244.1, rna-XM_031671463.1"	rna-XM_010951246.1	rna-XM_031446963.1		"rna-XM_031687244.1, rna-XM_031671463.1"	rna-XM_031687244.1	"rna-XM_031671463.1, rna-XM_031674391.1, rna-XM_031687244.1"
N3.HOG0016517	OG0015833	n0	rna-XM_031687253.1	rna-XM_010953116.1		rna-XM_032461040.1	rna-XM_031687253.1	rna-XM_031687253.1	rna-XM_031687253.1
N3.HOG0016518	OG0015834	n0	rna-XM_031687294.1	rna-XM_010953120.1	rna-XM_031432644.1	rna-XM_032461037.1	rna-XM_031687294.1	rna-XM_031687294.1	rna-XM_031687294.1
N3.HOG0016519	OG0015835	n0	rna-XM_006220288.3	rna-XM_010953121.1	rna-XM_031432647.1	rna-XM_032459638.1	rna-XM_006220288.3	rna-XM_006220288.3	rna-XM_006220288.3
N3.HOG0016520	OG0015836	n0	rna-XM_031687254.1	rna-XM_010952732.1	rna-XM_031432676.1	rna-XM_006180924.3	rna-XM_031687254.1	rna-XM_031687254.1	rna-XM_031687254.1
N3.HOG0016521	OG0015837	n0	rna-XM_031687319.1	rna-XM_010972331.1	rna-XM_010980741.2	rna-XM_032459590.1	rna-XM_006201391.3	rna-XM_006201391.3	rna-XM_031687319.1
N3.HOG0016522	OG0015838	n0	rna-XM_031687258.1	rna-XM_010972550.1	rna-XM_031433340.1	rna-XM_032459546.1	rna-XM_031687258.1	rna-XM_031687258.1	rna-XM_031687258.1
N3.HOG0016523	OG0015839	n0	rna-XM_031687347.1	rna-XM_010972358.1	rna-XM_031432747.1	rna-XM_032459520.1	rna-XM_015236786.2	rna-XM_015236786.2	rna-XM_031687347.1
N3.HOG0016524	OG0015840	n0	rna-XM_031687385.1		rna-XM_010980797.2	rna-XM_032460368.1	rna-XM_031687385.1	rna-XM_031687385.1	rna-XM_031687385.1
N3.HOG0016525	OG0015841	n0	rna-XM_006201445.3	rna-XM_010972401.1	rna-XM_031432821.1	rna-XM_032460382.1	rna-XM_006201445.3	rna-XM_006201445.3	rna-XM_006201445.3
N3.HOG0016526	OG0015842	n0	rna-XM_006201322.3	rna-XM_010972424.1	rna-XM_031432861.1	rna-XM_006181491.3	rna-XM_006201321.3	rna-XM_006201321.3	rna-XM_006201321.3
N3.HOG0016527	OG0015843	n0	rna-XM_031687268.1	rna-XM_010972441.1	rna-XM_031432876.1	"rna-XM_014565461.2, rna-XM_032461062.1"	rna-XM_031687268.1	rna-XM_031687268.1	rna-XM_031687268.1
N3.HOG0016528	OG0015844	n0	rna-XM_031687418.1	rna-XM_010972451.1	rna-XM_031432884.1	rna-XM_032460443.1	rna-XM_031687420.1	rna-XM_031687420.1	rna-XM_031687420.1
N3.HOG0016529	OG0015845	n0	rna-XM_006201289.3	rna-XM_010972476.1	rna-XM_010996165.2	rna-XM_006181515.3	rna-XM_006201289.3	rna-XM_006201289.3	rna-XM_006201289.3
N3.HOG0016530	OG0015846	n0	rna-XM_015236872.2	rna-XM_010972508.1	rna-XM_010996188.2	rna-XM_014556591.2	rna-XM_015236872.2	rna-XM_015236872.2	rna-XM_015236872.2
N3.HOG0016531	OG0015847	n0	rna-XM_031687450.1	rna-XM_010972565.1	rna-XM_031432948.1	rna-XM_032460512.1	rna-XM_031687450.1	rna-XM_031687450.1	rna-XM_031687450.1
N3.HOG0016532	OG0015848	n0	rna-XM_031687491.1	rna-XM_010960983.1	rna-XM_010990913.2	rna-XM_032460586.1	rna-XM_006201226.3	rna-XM_006201226.3	rna-XM_006201226.3
N3.HOG0016533	OG0015849	n0	rna-XM_031687493.1	rna-XM_010960989.1	rna-XM_031433017.1	rna-XM_032460589.1	rna-XM_031687493.1	rna-XM_031687493.1	rna-XM_031687493.1
N3.HOG0016534	OG0015850	n0	rna-XM_006201221.3	rna-XM_010961117.1	rna-XM_010986938.2	rna-XM_032460828.1	rna-XM_006201221.3	rna-XM_006201221.3	rna-XM_006201221.3
N3.HOG0016535	OG0015851	n0	rna-XM_031687528.1	rna-XM_010961128.1	rna-XM_031433077.1	rna-XM_032460896.1	rna-XM_031687525.1	rna-XM_031687525.1	rna-XM_031687525.1
N3.HOG0016536	OG0015852	n0	rna-XM_015245955.2	rna-XM_010961059.1	rna-XM_010982569.2	rna-XM_014552899.2	rna-XM_015245955.2	rna-XM_015245955.2	rna-XM_015245955.2
N3.HOG0016537	OG0015853	n0	rna-XM_031687599.1	rna-XM_010954364.1	"rna-XM_031434419.1, rna-XM_031433375.1"	rna-XM_032461644.1	rna-XM_031687599.1	rna-XM_031687599.1	rna-XM_031687599.1
N3.HOG0016538	OG0015854	n0	rna-XM_031687615.1	rna-XM_010954328.1	rna-XM_010997009.2	rna-XM_032461607.1	rna-XM_015243922.2	rna-XM_015243922.2	rna-XM_015243922.2
N3.HOG0016539	OG0015855	n0	rna-XM_031687954.1	rna-XM_010954331.1	rna-XM_031433422.1		rna-XM_031687954.1	rna-XM_031687954.1	rna-XM_031687954.1
N3.HOG0016540	OG0015856	n0	rna-XM_031687955.1	rna-XM_010954367.1	rna-XM_031434422.1	rna-XM_032462335.1	rna-XM_031687955.1	rna-XM_031687955.1	rna-XM_031687955.1
N3.HOG0016541	OG0015857	n0	rna-XM_006209663.3	rna-XM_010954337.1	rna-XM_031433427.1	rna-XM_032461584.1	rna-XM_006209663.3	rna-XM_006209663.3	rna-XM_006209663.3
N3.HOG0016542	OG0015858	n0	rna-XM_006209717.3	rna-XM_010954344.1	rna-XM_031433452.1	rna-XM_032461559.1	rna-XM_006209717.3	rna-XM_006209717.3	rna-XM_006209717.3
N3.HOG0016543	OG0015859	n0	rna-XM_015243935.2	rna-XM_010954345.1	rna-XM_031433463.1	rna-XM_032461553.1	rna-XM_015243935.2	rna-XM_015243935.2	rna-XM_015243935.2
N3.HOG0016544	OG0015860	n0	rna-XM_031687640.1	rna-XM_010954376.1	rna-XM_031433497.1	rna-XM_032461530.1	rna-XM_031687640.1	rna-XM_031687640.1	rna-XM_031687640.1
N3.HOG0016545	OG0015861	n0	rna-XM_031687963.1	rna-XM_010958755.1	rna-XM_031434430.1	rna-XM_032462332.1	rna-XM_031687963.1	rna-XM_031687963.1	rna-XM_031687963.1
N3.HOG0016546	OG0015862	n0	rna-XM_015247754.2	rna-XM_010958548.1	rna-XM_031433540.1	rna-XM_032461480.1	rna-XM_015247754.2	rna-XM_015247754.2	rna-XM_015247754.2
N3.HOG0016547	OG0015863	n0	rna-XM_006214004.2	rna-XM_010958756.1	rna-XM_010987839.2	rna-XM_032461465.1	rna-XM_006214004.2	rna-XM_006214004.2	rna-XM_006214004.2
N3.HOG0016548	OG0015864	n0	rna-XM_006214002.3	rna-XM_010958558.1	rna-XM_010987837.2	rna-XM_006177311.3	rna-XM_006214002.3	rna-XM_006214002.3	rna-XM_006214002.3
N3.HOG0016549	OG0015865	n0	rna-XM_031687666.1	rna-XM_010958758.1	rna-XM_010991591.2	rna-XM_032461436.1	rna-XM_031687666.1	rna-XM_031687666.1	rna-XM_031687666.1
N3.HOG0016550	OG0015866	n0	rna-XM_006213995.3	rna-XM_010958572.1	rna-XM_010991594.2	rna-XM_006186129.3	rna-XM_006213995.3	rna-XM_006213995.3	rna-XM_006213995.3
N3.HOG0016551	OG0015867	n0	rna-XM_031687676.1	rna-XM_010958584.1	rna-XM_031433572.1	rna-XM_032461423.1	rna-XM_006213985.2	rna-XM_031687676.1	rna-XM_006213985.2
N3.HOG0016552	OG0015868	n0	rna-XM_006213982.2	rna-XM_010958754.1	rna-XM_010991622.2	rna-XM_006186139.2	rna-XM_006213982.2	rna-XM_006213982.2	rna-XM_006213982.2
N3.HOG0016553	OG0015869	n0	rna-XM_006214008.3	rna-XM_010958592.1	rna-XM_031433578.1	rna-XM_032461412.1	rna-XM_006214008.3	rna-XM_006214008.3	rna-XM_006214008.3
N3.HOG0016554	OG0015870	n0	rna-XM_006206645.3	rna-XM_010958596.1	rna-XM_010991617.2	rna-XM_032461410.1	rna-XM_006206645.3	rna-XM_006206645.3	rna-XM_006206645.3
N3.HOG0016555	OG0015871	n0	rna-XM_015241259.2	rna-XM_010958612.1	rna-XM_031433619.1	rna-XM_032461373.1	rna-XM_015241259.2	rna-XM_006206655.3	rna-XM_015241259.2
N3.HOG0016556	OG0015872	n0	rna-XM_015241260.2	rna-XM_010958617.1	rna-XM_010978658.2	rna-XM_032461362.1	rna-XM_015241260.2	rna-XM_015241260.2	rna-XM_015241260.2
N3.HOG0016557	OG0015873	n0	rna-XM_015237761.2	rna-XM_010958646.1	rna-XM_010978624.2	rna-XM_014561762.2	rna-XM_015237761.2	rna-XM_015237761.2	rna-XM_015237761.2
N3.HOG0016558	OG0015874	n0	rna-XM_006202702.2	rna-XM_010958780.1	rna-XM_010978674.2	rna-XM_006194916.2	rna-XM_006202702.2	rna-XM_006202702.2	rna-XM_006202702.2
N3.HOG0016559	OG0015875	n0	rna-XM_031687769.1	rna-XM_010958678.1	rna-XM_031433729.1	rna-XM_032461252.1	rna-XM_015237738.2	rna-XM_031687768.1	rna-XM_015237738.2
N3.HOG0016560	OG0015876	n0	rna-XM_031687779.1		rna-XM_010978585.2	rna-XM_032461236.1	rna-XM_031687779.1	rna-XM_031687779.1	rna-XM_031687779.1
N3.HOG0016561	OG0015877	n0	rna-XM_031687832.1	rna-XM_010958749.1	rna-XM_031433823.1	rna-XM_032462295.1	rna-XM_006202546.3	rna-XM_006202546.3	rna-XM_006202546.3
N3.HOG0016562	OG0015878	n0	rna-XM_006202563.2	rna-XM_010960757.1	rna-XM_010975217.1	rna-XM_032461182.1	rna-XM_006202563.2	rna-XM_006202563.2	rna-XM_006202563.2
N3.HOG0016563	OG0015879	n0	rna-XM_015237835.2	rna-XM_010960765.1	rna-XM_010975208.2	rna-XM_014562543.2	rna-XM_015237835.2	rna-XM_015237835.2	rna-XM_015237835.2
N3.HOG0016564	OG0015880	n0	rna-XM_031687860.1	rna-XM_010960943.1	rna-XM_031433900.1	rna-XM_032462240.1	rna-XM_031687860.1	rna-XM_031687860.1	rna-XM_031687860.1
N3.HOG0016565	OG0015881	n0	rna-XM_031687878.1	rna-XM_010960947.1	rna-XM_031433919.1	rna-XM_032462204.1	rna-XM_031687873.1	rna-XM_031687873.1	rna-XM_031687873.1
N3.HOG0016566	OG0015882	n0	rna-XM_006202734.3	rna-XM_010960817.1	rna-XM_031433935.1	rna-XM_032462181.1	rna-XM_006202734.3	rna-XM_006202734.3	rna-XM_006202734.3
N3.HOG0016567	OG0015883	n0	rna-XM_031687981.1	rna-XM_010960836.1	rna-XM_010975141.2	rna-XM_006190776.3	rna-XM_031687981.1	rna-XM_031687981.1	rna-XM_031687981.1
N3.HOG0016568	OG0015884	n0	rna-XM_031687582.1	rna-XM_010960842.1	rna-XM_031433964.1	rna-XM_032462188.1	rna-XM_031687582.1	rna-XM_031687582.1	rna-XM_031687582.1
N3.HOG0016569	OG0015885	n0	rna-XM_031687950.1	rna-XM_010960852.1	rna-XM_031434417.1	rna-XM_032462121.1	rna-XM_031687950.1	rna-XM_031687950.1	rna-XM_031687950.1
N3.HOG0016570	OG0015886	n0	rna-XM_006202742.3	rna-XM_010960859.1	rna-XM_010982688.2	rna-XM_006179274.3	rna-XM_006202742.3	rna-XM_006202742.3	rna-XM_006202742.3
N3.HOG0016571	OG0015887	n0	rna-XM_015237731.2		rna-XM_031434445.1	rna-XM_032461193.1	rna-XM_015237731.2	rna-XM_015237731.2	rna-XM_015237731.2
N3.HOG0016572	OG0015888	n0	rna-XM_006202670.3	rna-XM_010960884.1	rna-XM_010993898.2	rna-XM_006179236.3	rna-XM_006202670.3	rna-XM_006202670.3	rna-XM_006202670.3
N3.HOG0016573	OG0015889	n0	rna-XM_006202752.1	rna-XM_010960963.1	rna-XM_010993909.1	rna-XM_006192545.1	rna-XM_006202752.1	rna-XM_006202752.1	rna-XM_006202752.1
N3.HOG0016574	OG0015890	n0	rna-XM_006220170.3	rna-XM_010960909.1	rna-XM_010993880.2	rna-XM_006195693.3	rna-XM_006220170.3	rna-XM_006220170.3	rna-XM_006220170.3
N3.HOG0016575	OG0015891	n0	rna-XM_015237905.2	rna-XM_010960910.1	rna-XM_010993877.2	rna-XM_032462047.1	rna-XM_031687945.1	rna-XM_015237905.2	rna-XM_031687945.1
N3.HOG0016576	OG0015892	n0	rna-XM_031688025.1	rna-XM_010968562.1	rna-XM_010976371.2	rna-XM_032462363.1	rna-XM_031688025.1	rna-XM_031688029.1	rna-XM_031688029.1
N3.HOG0016577	OG0015893	n0	rna-XM_031687991.1		rna-XM_031435344.1	rna-XM_032462382.1	rna-XM_031687991.1	rna-XM_031687991.1	rna-XM_031687991.1
N3.HOG0016578	OG0015894	n0	rna-XM_015234691.2	rna-XM_010968575.1	rna-XM_010977643.2	rna-XM_014551382.2	rna-XM_015234691.2	rna-XM_015234691.2	rna-XM_015234691.2
N3.HOG0016579	OG0015895	n0	rna-XM_031687994.1	rna-XM_010968589.1	rna-XM_031435268.1	rna-XM_032462424.1	rna-XM_031687994.1	rna-XM_031687994.1	rna-XM_031687994.1
N3.HOG0016580	OG0015896	n0	rna-XM_031688060.1	rna-XM_010968601.1	rna-XM_031435267.1	rna-XM_032462423.1	rna-XM_031688060.1	rna-XM_031688060.1	rna-XM_031688060.1
N3.HOG0016581	OG0015897	n0	rna-XM_006198660.3	rna-XM_010968593.1	rna-XM_031435255.1	rna-XM_032462433.1	rna-XM_031688066.1	rna-XM_031688066.1	rna-XM_031688066.1
N3.HOG0016582	OG0015898	n0	rna-XM_031688109.1	rna-XM_010945788.1	rna-XM_031435193.1	rna-XM_032462502.1	rna-XM_031688108.1	rna-XM_031688107.1	rna-XM_031688107.1
N3.HOG0016583	OG0015899	n0	rna-XM_015234589.2	rna-XM_010945786.1	rna-XM_031435173.1	rna-XM_032462525.1	rna-XM_015234589.2	rna-XM_015234589.2	rna-XM_015234589.2
N3.HOG0016584	OG0015900	n0	rna-XM_006198676.3	rna-XM_010945777.1		rna-XM_006182234.3	rna-XM_006198676.3	rna-XM_006198676.3	rna-XM_006198676.3
N3.HOG0016585	OG0015901	n0	rna-XM_006198675.1	rna-XM_010945776.1	rna-XM_010980207.1	rna-XM_006182233.2	rna-XM_006198675.1	rna-XM_006198675.1	rna-XM_006198675.1
N3.HOG0016586	OG0015902	n0	rna-XM_031688156.1	rna-XM_010974222.1	rna-XM_031435096.1	rna-XM_032462616.1	rna-XM_031688156.1	rna-XM_031688156.1	rna-XM_015234613.2
N3.HOG0016587	OG0015903	n0	rna-XM_031688158.1	rna-XM_010974218.1	rna-XM_010980146.2	rna-XM_032462620.1	rna-XM_006198590.3	rna-XM_006198590.3	rna-XM_006198590.3
N3.HOG0016588	OG0015904	n0	rna-XM_031688246.1	rna-XM_010974190.1	rna-XM_010980153.2	rna-XM_032463377.1	rna-XM_015251747.2	rna-XM_015251747.2	rna-XM_015251747.2
N3.HOG0016589	OG0015905	n0	rna-XM_031688274.1		rna-XM_031435506.1	rna-XM_032463429.1	rna-XM_031688274.1	rna-XM_031688274.1	rna-XM_031688274.1
N3.HOG0016590	OG0015906	n0	rna-XM_006215264.3	rna-XM_010974163.1	rna-XM_031435460.1	rna-XM_006194158.3	rna-XM_006215264.3	rna-XM_006215264.3	rna-XM_006215264.3
N3.HOG0016591	OG0015907	n0	rna-XM_031688010.1	rna-XM_010945764.1	rna-XM_010974724.2	rna-XM_006192034.2	rna-XM_031688010.1	rna-XM_031688010.1	rna-XM_031688010.1
N3.HOG0016592	OG0015908	n0	rna-XM_006215254.3	rna-XM_010974140.1	rna-XM_010974703.2	rna-XM_006192013.3	rna-XM_006215254.3	rna-XM_006215254.3	rna-XM_006215254.3
N3.HOG0016593	OG0015909	n0	rna-XM_031688013.1	rna-XM_010974133.1	rna-XM_010974696.2	rna-XM_014565439.2	rna-XM_031688013.1	rna-XM_031688013.1	rna-XM_031688013.1
N3.HOG0016594	OG0015910	n0	rna-XM_031688244.1	rna-XM_010974139.1	rna-XM_031435458.1	rna-XM_014565440.2	rna-XM_015248749.2	rna-XM_015248749.2	rna-XM_015248749.2
N3.HOG0016595	OG0015911	n0	rna-XM_006215247.2	rna-XM_010945760.1	rna-XM_010974722.1	rna-XM_006192023.2	rna-XM_006215247.2	rna-XM_006215247.2	rna-XM_006215247.2
N3.HOG0016596	OG0015912	n0	rna-XM_006215389.2	rna-XM_010945756.1	rna-XM_010999923.2	rna-XM_006195427.2	rna-XM_006215389.2	rna-XM_006215389.2	rna-XM_006215389.2
N3.HOG0016597	OG0015913	n0	rna-XM_006202110.3	rna-XM_010949072.1	rna-XM_031434915.1	rna-XM_032462850.1	rna-XM_006202110.3	rna-XM_006202110.3	rna-XM_006202110.3
N3.HOG0016598	OG0015914	n0	rna-XM_006202200.3	rna-XM_010949064.1	rna-XM_031435542.1	rna-XM_032462855.1	rna-XM_006202200.3	rna-XM_006202200.3	rna-XM_006202200.3
N3.HOG0016599	OG0015915	n0	rna-XM_006202089.3	rna-XM_010949045.1	rna-XM_010994508.2	rna-XM_006180480.3	rna-XM_006202089.3	rna-XM_006202089.3	rna-XM_006202089.3
N3.HOG0016600	OG0015916	n0	rna-XM_031688436.1	rna-XM_010949040.1	rna-XM_031434880.1		rna-XM_006202086.3	rna-XM_031688436.1	rna-XM_031688436.1
N3.HOG0016601	OG0015917	n0	rna-XM_031688464.1	rna-XM_010949141.1	rna-XM_031434836.1	rna-XM_032462943.1	rna-XM_031688464.1	rna-XM_031688464.1	rna-XM_031688464.1
N3.HOG0016602	OG0015918	n0	rna-XM_031688465.1	rna-XM_010949003.1	rna-XM_010994478.2	rna-XM_032462951.1	rna-XM_006202190.3	rna-XM_006202190.3	rna-XM_006202190.3
N3.HOG0016603	OG0015919	n0	rna-XM_015237337.2	rna-XM_010949140.1	rna-XM_010994606.2	rna-XM_032462956.1	rna-XM_015237337.2	rna-XM_015237337.2	rna-XM_015237337.2
N3.HOG0016604	OG0015920	n0	rna-XM_015237492.2	rna-XM_010948997.1	rna-XM_010994474.2	rna-XM_014568246.2	rna-XM_015237492.2	rna-XM_015237492.2	rna-XM_015237492.2
N3.HOG0016605	OG0015921	n0	rna-XM_031688488.1	rna-XM_010948978.1	rna-XM_031434799.1	rna-XM_032462985.1	rna-XM_031688488.1	rna-XM_031688488.1	rna-XM_031688488.1
N3.HOG0016606	OG0015922	n0	rna-XM_006202045.3	rna-XM_010973679.1	rna-XM_031434788.1	rna-XM_032462997.1	rna-XM_006202045.3	rna-XM_006202045.3	rna-XM_006202045.3
N3.HOG0016607	OG0015923	n0	rna-XM_031688499.1	rna-XM_010973687.1	rna-XM_031434772.1	rna-XM_032463011.1	rna-XM_031688497.1	rna-XM_031688499.1	rna-XM_031688499.1
