HOG,mi,Di,m0,D0,SYMBOL,GENENAME
N0.HOG0011936,957.4,0.9574,317.6,11.2748,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase"
N0.HOG0011937,746.6,0.97058,183.4,8.27134,MFGE8,milk fat globule EGF and factor V/VIII domain containing
N0.HOG0011938,569.8,7.57834,192.2,13.39634,HAPLN3,hyaluronan and proteoglycan link protein 3
N0.HOG0011939,2169,13.014,825,29.9475,ACAN,aggrecan
N0.HOG0011942,778.3,7.08253,187.7,11.65617,AEN,apoptosis enhancing nuclease
N0.HOG0011944,160.8,0.99696,70.2,3.0888,MRPS11,mitochondrial ribosomal protein S11
N0.HOG0011945,353.7,3.00645,135.3,10.67517,MRPL46,mitochondrial ribosomal protein L46
N0.HOG0011946,1535.9,23.34568,390.1,47.08507,NTRK3,neurotrophic receptor tyrosine kinase 3
N0.HOG0011947,1581.2,50.5984,539.8,32.01014,AGBL1,ATP/GTP binding protein like 1
N0.HOG0011948,1628.8,5.04928,132.2,24.81394,KLHL25,kelch like family member 25
N0.HOG0011949,4486.2,75.36816,1828.8,58.15584,AKAP13,A-kinase anchoring protein 13
N0.HOG0011950,865.7,1.03884,250.3,12.54003,SLCO3A1,solute carrier organic anion transporter family member 3A1
N0.HOG0011951,676.3,34.28841,160.7,33.77914,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
N0.HOG0011953,806.2,5.56278,105.8,14.46286,RGMA,repulsive guidance molecule BMP co-receptor a
N0.HOG0011954,1782.3,18.17946,725.7,36.43014,MCTP2,multiple C2 and transmembrane domain containing 2
N0.HOG0011957,2759.9,4.96782,636.1,31.1689,IGF1R,insulin like growth factor 1 receptor
N0.HOG0011958,189.6,30.39288,59.4,15.1173,SYNM,synemin
N0.HOG0011959,833.7,20.34228,354.3,15.48291,TTC23,tetratricopeptide repeat domain 23
N0.HOG0011960,542.9,44.5178,243.1,31.50576,LRRC28,leucine rich repeat containing 28
N0.HOG0011961,835,38.1595,347,35.7757,MEF2A,myocyte enhancer factor 2A
N0.HOG0011962,1533.8,3.0676,446.2,19.76666,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
N0.HOG0011963,733.2,4.0326,295.8,7.0992,CERS3,ceramide synthase 3
N0.HOG0011966,3800.5,9.1212,1077.5,57.5385,LRRK1,leucine rich repeat kinase 1
N0.HOG0011967,1576.4,2.04932,553.6,14.22752,CHSY1,chondroitin sulfate synthase 1
N0.HOG0011969,529.5,27.26925,217.5,17.661,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
N0.HOG0011970,964,2.9884,260,25.064,PCSK6,proprotein convertase subtilisin/kexin type 6
N0.HOG0011971,372.3,1.00521,128.7,2.02059,TM2D3,TM2 domain containing 3
N0.HOG0011972,1193.9,15.16253,441.1,18.70264,TARS3,threonyl-tRNA synthetase 3
N0.HOG0011973,406.1,1.01525,100.9,8.48569,SOWAHC,sosondowah ankyrin repeat domain family member C
N0.HOG0011974,573.6,0.97512,197.4,5.09292,SEPTIN10,septin 10
N0.HOG0011975,1461.7,40.78143,383.3,29.43744,SH3RF3,SH3 domain containing ring finger 3
N0.HOG0011976,948.7,41.83767,230.3,38.96676,EDAR,ectodysplasin A receptor
N0.HOG0011977,725.1,6.01833,324.9,6.07563,CCDC138,coiled-coil domain containing 138
N0.HOG0011978,3581.5,29.72645,1428.5,33.28405,RANBP2,RAN binding protein 2
N0.HOG0011979,2920.9,34.17453,1327.1,38.08777,GCC2,GRIP and coiled-coil domain containing 2
N0.HOG0011981,483.3,5.02632,107.7,11.05002,SULT1C2,sulfotransferase family 1C member 2
N0.HOG0011982,706.8,12.15696,178.2,10.38906,SULT1C3,sulfotransferase family 1C member 3
N0.HOG0011983,1387.7,1.94278,349.3,26.72145,SLC5A7,solute carrier family 5 member 7
N0.HOG0011984,340.2,83.75724,109.8,92.03436,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
N0.HOG0011985,208.5,1.0008,16.5,1.04115,NCK2,NCK adaptor protein 2
N0.HOG0011987,321.7,13.92961,131.3,10.09697,C2orf49,chromosome 2 open reading frame 49
N0.HOG0011988,1889.9,15.68617,423.1,35.20192,TGFBRAP1,transforming growth factor beta receptor associated protein 1
N0.HOG0011990,830.7,11.13138,324.3,12.42069,MRPS9,mitochondrial ribosomal protein S9
N0.HOG0011994,945.5,17.30265,338.5,14.4878,SLC9A4,solute carrier family 9 member A4
N0.HOG0011995,493.3,11.69121,202.7,13.19577,IL18RAP,interleukin 18 receptor accessory protein
N0.HOG0011996,687.3,9.07236,275.7,10.31118,IL1RL1,interleukin 1 receptor like 1
N0.HOG0011997,861,19.2864,327,22.0398,IL1RL2,interleukin 1 receptor like 2
N0.HOG0011998,1195.1,10.51688,505.9,22.2596,IL1R1,interleukin 1 receptor type 1
N0.HOG0011999,2399.7,35.75553,699.3,40.13982,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
N0.HOG0012000,283.8,27.75564,85.2,14.66292,CREG2,cellular repressor of E1A stimulated genes 2
N0.HOG0012001,364.3,16.53922,142.7,10.54553,RNF149,ring finger protein 149
N0.HOG0012002,642.4,5.52464,260.6,14.12452,CNOT11,CCR4-NOT transcription complex subunit 11
N0.HOG0012003,1327.2,22.29696,376.8,33.1584,TBC1D8,TBC1 domain family member 8
N0.HOG0012004,1755.1,14.56733,578.9,38.32318,NPAS2,neuronal PAS domain protein 2
N0.HOG0012005,320.7,17.47815,123.3,8.56935,PDCL3,phosducin like 3
N0.HOG0012006,309.1,14.28042,122.9,5.34615,NMS,neuromedin S
N0.HOG0012007,821.5,5.99695,231.5,16.0198,CHST10,carbohydrate sulfotransferase 10
N0.HOG0012008,624.7,15.24268,230.3,14.71617,LONRF2,LON peptidase N-terminal domain and ring finger 2
N0.HOG0012009,2006.7,11.03685,684.3,36.61005,AFF3,AF4/FMR2 family member 3
N0.HOG0012010,2033.9,37.01698,861.1,36.85508,REV1,REV1 DNA directed polymerase
N0.HOG0012013,440.1,5.06115,159.9,4.07745,LYG2,lysozyme g2
N0.HOG0012014,242.9,2.01607,99.1,2.03155,MITD1,microtubule interacting and trafficking domain containing 1
N0.HOG0012015,1544.1,0.92646,543.9,15.39237,TSGA10,testis specific 10
N0.HOG0012016,1298.2,22.7185,417.8,25.82004,CRACDL,CRACD like
N0.HOG0012017,694.6,11.59982,259.4,8.6899,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
N0.HOG0012018,461,1.0142,220,4.048,UNC50,unc-50 inner nuclear membrane RNA binding protein
N0.HOG0012019,2052.9,53.3754,566.1,81.85806,INPP4A,inositol polyphosphate-4-phosphatase type I A
N0.HOG0012020,1540.5,7.0863,319.5,14.53725,CNGA3,cyclic nucleotide gated channel subunit alpha 3
N0.HOG0012021,2699.4,35.36214,984.6,47.55618,TMEM131,transmembrane protein 131
N0.HOG0012022,1504.4,3.0088,232.6,26.67922,ZAP70,zeta chain of T cell receptor associated protein kinase 70
N0.HOG0012024,1920.9,7.10733,488.1,30.21339,SEMA4C,semaphorin 4C
N0.HOG0012025,343.4,14.21676,88.6,10.1447,ANKRD39,ankyrin repeat domain 39
N0.HOG0012026,883.5,0.97185,226.5,8.26725,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3
N0.HOG0012027,1601,25.2958,367,40.6269,CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4
N0.HOG0012029,2637.6,26.376,680.4,26.73972,FER1L5,fer-1 like family member 5
N0.HOG0012030,1642.2,34.65042,622.8,44.34336,KANSL3,KAT8 regulatory NSL complex subunit 3
N0.HOG0012031,808.9,2.99293,262.1,10.27432,ARID5A,AT-rich interaction domain 5A
N0.HOG0012032,1422.9,10.10259,629.1,15.28713,NCAPH,non-SMC condensin I complex subunit H
N0.HOG0012033,281.7,1.01412,78.3,8.86356,ITPRIPL1,ITPRIP like 1
N0.HOG0012034,2521.6,58.50112,682.4,67.69408,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200
N0.HOG0012035,755.3,3.0212,261.7,6.09761,CIAO1,cytosolic iron-sulfur assembly component 1
N0.HOG0012036,517.8,2.01942,157.2,9.3534,TMEM127,transmembrane protein 127
N0.HOG0012037,401.8,1.0045,129.2,6.18868,STARD7,StAR related lipid transfer domain containing 7
N0.HOG0012038,502.6,26.93936,109.4,27.4047,DUSP2,dual specificity phosphatase 2
N0.HOG0012039,1061.4,8.06664,267.6,6.12804,ADRA2B,adrenoceptor alpha 2B
N0.HOG0012040,615,5.043,120,14.52,KCNIP3,potassium voltage-gated channel interacting protein 3
N0.HOG0012041,1118.8,8.05536,303.2,19.1016,PROM2,prominin 2
N0.HOG0012042,906.3,22.92939,329.7,23.80434,ZNF2,zinc finger protein 2
N0.HOG0012043,541.2,4.00488,196.8,7.16352,MRPS5,mitochondrial ribosomal protein S5
N0.HOG0012044,284.2,4.03564,72.8,10.13376,MALL,"mal, T cell differentiation protein like"
N0.HOG0012045,974.8,9.55304,420.2,20.3797,NPHP1,nephrocystin 1
N0.HOG0012046,2130.6,31.31982,920.4,33.96276,BUB1,BUB1 mitotic checkpoint serine/threonine kinase
N0.HOG0012047,1243,39.6517,449,28.7809,ACOXL,acyl-CoA oxidase like
N0.HOG0012048,161.2,0.99944,75.8,2.03144,BCL2L11,BCL2 like 11
N0.HOG0012049,3145,10.064,1355,32.6555,ANAPC1,anaphase promoting complex subunit 1
N0.HOG0012050,1999,15.1924,800,29.92,MERTK,"MER proto-oncogene, tyrosine kinase"
N0.HOG0012051,1026.6,31.92726,398.4,26.0952,TMEM87B,transmembrane protein 87B
N0.HOG0012052,532.9,3.03753,223.1,9.30327,ZC3H8,zinc finger CCCH-type containing 8
N0.HOG0012053,1479.3,29.88186,494.7,20.2827,ZC3H6,zinc finger CCCH-type containing 6
N0.HOG0012054,616.5,0.9864,217.5,9.28725,TTL,tubulin tyrosine ligase
N0.HOG0012055,2345.8,4.92618,897.2,29.87676,POLR1B,RNA polymerase I subunit B
N0.HOG0012056,838.8,18.28584,262.2,23.54556,SLC20A1,solute carrier family 20 member 1
N0.HOG0012057,1174.8,28.54764,526.2,21.73206,CKAP2L,cytoskeleton associated protein 2 like
N0.HOG0012058,559.1,5.0319,229.9,8.18444,IL1A,interleukin 1 alpha
N0.HOG0012059,537.1,5.04874,170.9,10.52744,RPIA,ribose 5-phosphate isomerase A
N0.HOG0012060,1688.7,4.05288,684.3,24.84009,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
N0.HOG0012061,362.5,9.17125,105.5,16.63735,TEX37,testis expressed 37
N0.HOG0012062,481.4,4.52516,154.6,2.53544,THNSL2,threonine synthase like 2
N0.HOG0012063,1174.4,7.0464,232.6,19.37558,SMYD1,SET and MYND domain containing 1
N0.HOG0012064,509.5,11.7185,204.5,8.8344,KRCC1,lysine rich coiled-coil 1
N0.HOG0012067,2673.8,6.95188,1169.2,28.6454,KDM3A,lysine demethylase 3A
N0.HOG0012069,363.9,6.07713,164.1,11.74956,MRPL35,mitochondrial ribosomal protein L35
N0.HOG0012070,1408.3,5.06988,571.7,15.32156,IMMT,inner membrane mitochondrial protein
N0.HOG0012071,598.5,6.04485,253.5,19.34205,PTCD3,pentatricopeptide repeat domain 3
N0.HOG0012072,647.9,0.97185,213.1,7.18147,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
N0.HOG0012074,675.2,114.784,191.8,59.05522,SFTPB,surfactant protein B
N0.HOG0012077,456,7.068,123,7.3431,TMEM150A,transmembrane protein 150A
N0.HOG0012080,1200.4,3.001,386.6,12.25522,GGCX,gamma-glutamyl carboxylase
N0.HOG0012082,175.6,97.73896,76.4,50.615,SH2D6,SH2 domain containing 6
N0.HOG0012083,870.2,3.0457,173.8,8.35978,CAPG,"capping actin protein, gelsolin like"
N0.HOG0012084,777.5,4.043,275.5,10.3588,ELMOD3,ELMO domain containing 3
N0.HOG0012085,1385.8,41.29684,438.2,20.24484,RETSAT,retinol saturase
N0.HOG0012086,979.8,4.01718,328.2,26.78112,TCF7L1,transcription factor 7 like 1
N0.HOG0012088,7822.2,64.92426,3145.8,188.43342,DNAH6,dynein axonemal heavy chain 6
N0.HOG0012089,1117.1,2.45762,415.9,20.3791,CTNNA2,catenin alpha 2
N0.HOG0012090,1077.5,85.01475,176.5,37.78865,LRRTM1,leucine rich repeat transmembrane neuronal 1
N0.HOG0012091,1112.8,4.00608,441.2,12.22124,LRRTM4,leucine rich repeat transmembrane neuronal 4
N0.HOG0012092,185.1,2.01759,66.9,2.04045,GCFC2,GC-rich sequence DNA-binding factor 2
N0.HOG0012093,627.7,6.02592,248.3,6.13301,MRPL19,mitochondrial ribosomal protein L19
N0.HOG0012094,289,6.0979,71,2.0377,EVA1A,"eva-1 homolog A, regulator of programmed cell death"
N0.HOG0012096,5987.3,55.08316,2301.7,87.23443,PRKDC,"protein kinase, DNA-activated, catalytic subunit"
N0.HOG0012097,1082.3,3.03044,300.7,22.43222,MCM4,minichromosome maintenance complex component 4
N0.HOG0012098,223.1,2.52103,76.9,3.62199,UBE2V2,ubiquitin conjugating enzyme E2 V2
N0.HOG0012099,353.8,4.03332,150.2,2.01268,EFCAB1,EF-hand calcium binding domain 1
N0.HOG0012101,912,6.0192,321,14.5092,SNTG1,syntrophin gamma 1
N0.HOG0012103,1568.4,102.10284,474.6,86.04498,ST18,ST18 C2H2C-type zinc finger transcription factor
N0.HOG0012104,2705.4,134.18784,1080.6,100.71192,RB1CC1,RB1 inducible coiled-coil 1
N0.HOG0012105,235.7,1.01351,28.3,3.29978,NPBWR1,neuropeptides B and W receptor 1
N0.HOG0012106,698.7,0.97818,156.3,7.25232,OPRK1,opioid receptor kappa 1
N0.HOG0012107,783.2,11.12144,323.8,11.30062,ATP6V1H,ATPase H+ transporting V1 subunit H
N0.HOG0012110,1315.1,20.77858,262.9,44.11462,XKR4,XK related 4
N0.HOG0012112,1571.1,63.47244,606.9,33.74364,TGS1,trimethylguanosine synthase 1
N0.HOG0012113,963.7,2.02377,305.3,17.92111,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
N0.HOG0012114,1025.5,1.0255,225.5,12.56035,PLAG1,PLAG1 zinc finger
N0.HOG0012115,471.4,18.52602,185.6,8.33344,SDR16C5,short chain dehydrogenase/reductase family 16C member 5
N0.HOG0012116,604.2,8.09628,184.8,7.18872,PENK,proenkephalin
N0.HOG0012117,536.1,1.01859,222.9,5.08212,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2"
N0.HOG0012119,1073.8,6.01328,423.2,19.76344,CYP7A1,cytochrome P450 family 7 subfamily A member 1
N0.HOG0012120,631,1.0096,260,7.15,SDCBP,syndecan binding protein
N0.HOG0012121,1963.8,35.93754,685.2,45.83988,NSMAF,neutral sphingomyelinase activation associated factor
N0.HOG0012122,1105.6,16.69456,328.4,17.10964,TOX,thymocyte selection associated high mobility group box
N0.HOG0012123,178.4,0.99904,67.6,3.1096,CA8,carbonic anhydrase 8
N0.HOG0012125,5752.5,13.23075,2212.5,59.295,CHD7,chromodomain helicase DNA binding protein 7
N0.HOG0012127,225,3.0375,114,5.187,ASPH,aspartate beta-hydroxylase
N0.HOG0012128,350.7,6.41781,147.3,2.71032,NKAIN3,sodium/potassium transporting ATPase interacting 3
N0.HOG0012129,369.2,5.05804,143.8,8.42668,TTPA,alpha tocopherol transfer protein
N0.HOG0012130,707.3,25.10915,273.7,17.27047,CYP7B1,cytochrome P450 family 7 subfamily B member 1
N0.HOG0012131,582.6,0.99042,245.4,8.2209,ARMC1,armadillo repeat containing 1
N0.HOG0012132,289.6,1.99824,124.4,3.0478,MTFR1,mitochondrial fission regulator 1
N0.HOG0012133,865.2,1.03824,292.8,8.13984,PDE7A,phosphodiesterase 7A
N0.HOG0012134,439,4.0388,158,3.0336,DNAJC5B,DnaJ heat shock protein family (Hsp40) member C5 beta
N0.HOG0012135,825.9,6.02907,365.1,16.61205,TRIM55,tripartite motif containing 55
N0.HOG0012136,899.7,4.04865,195.3,6.15195,RRS1,ribosome biogenesis regulator 1 homolog
N0.HOG0012137,823.3,7.57436,334.7,12.81901,ADHFE1,alcohol dehydrogenase iron containing 1
N0.HOG0012138,454.6,4.04594,154.4,8.35304,VXN,vexin
N0.HOG0012139,1232.4,6.03876,447.6,12.309,MYBL1,MYB proto-oncogene like 1
N0.HOG0012140,2503.4,4.00544,1060.6,18.34838,VCPIP1,valosin containing protein interacting protein 1
N0.HOG0012141,996.8,4.984,320.2,11.27104,MCMDC2,minichromosome maintenance domain containing 2
N0.HOG0012142,325.3,26.41436,136.7,38.52206,TCF24,transcription factor 24
N0.HOG0012143,270.2,6.10652,131.8,6.22096,PPP1R42,protein phosphatase 1 regulatory subunit 42
N0.HOG0012145,2122.9,11.03908,667.1,20.54668,CSPP1,centrosome and spindle pole associated protein 1
N0.HOG0012146,2289.6,18.77472,761.4,31.44582,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1
N0.HOG0012147,331.5,0.9945,142.5,4.0755,CPA6,carboxypeptidase A6
N0.HOG0012148,1358.6,17.52594,477.4,30.02846,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
N0.HOG0012149,356.2,15.99338,108.8,20.00832,C8orf34,chromosome 8 open reading frame 34
N0.HOG0012150,1927.2,6.93792,643.8,26.7177,SULF1,sulfatase 1
N0.HOG0012151,1211.7,14.05572,465.3,29.50002,SLCO5A1,solute carrier organic anion transporter family member 5A1
N0.HOG0012152,701,19.4177,241,14.8215,PRDM14,PR/SET domain 14
N0.HOG0012153,2545.6,19.092,943.4,53.67946,NCOA2,nuclear receptor coactivator 2
N0.HOG0012154,730.9,1.97343,298.1,7.12459,TRAM1,translocation associated membrane protein 1
N0.HOG0012155,555.6,7.05612,206.4,9.34992,XKR9,XK related 9
N0.HOG0012156,577.3,10.16048,235.7,7.14171,LACTB2,lactamase beta 2
N0.HOG0012157,1109.6,2.99592,498.4,14.35392,EYA1,EYA transcriptional coactivator and phosphatase 1
N0.HOG0012158,228.4,30.05744,47.6,17.32164,MSC,musculin
N0.HOG0012159,2290.3,16.0321,955.7,41.66852,TRPA1,transient receptor potential cation channel subfamily A member 1
N0.HOG0012160,1526.4,3.96864,525.6,36.21384,KCNB2,potassium voltage-gated channel subfamily B member 2
N0.HOG0012161,695.3,4.03274,213.7,4.0603,TERF1,telomeric repeat binding factor 1
N0.HOG0012162,179.1,2.02383,60.9,1.01094,SBSPON,somatomedin B and thrombospondin type 1 domain containing
N0.HOG0012164,696.2,2.01898,248.8,12.41512,RDH10,retinol dehydrogenase 10
N0.HOG0012166,978.7,43.35641,188.3,32.67005,JPH1,junctophilin 1
N0.HOG0012167,302.4,0.99792,132.6,4.09734,GDAP1,ganglioside induced differentiation associated protein 1
N0.HOG0012169,1116.4,5.0238,383.6,10.24212,CRISPLD1,cysteine rich secretory protein LCCL domain containing 1
N0.HOG0012170,875.8,8.05736,348.2,17.68856,HNF4G,hepatocyte nuclear factor 4 gamma
N0.HOG0012171,5390.6,60.37472,1797.4,75.31106,ZFHX4,zinc finger homeobox 4
N0.HOG0012172,640.8,12.1752,238.2,21.48564,PEX2,peroxisomal biogenesis factor 2
N0.HOG0012173,526.7,5.05632,154.3,7.32925,ZC2HC1A,zinc finger C2HC-type containing 1A
N0.HOG0012174,242.7,2.01441,87.3,1.00395,IL7,interleukin 7
N0.HOG0012176,655,0.9825,242,6.0984,HEY1,hes related family bHLH transcription factor with YRPW motif 1
N0.HOG0012177,310.7,15.69035,136.3,12.60775,MRPS28,mitochondrial ribosomal protein S28
N0.HOG0012179,1184.1,0.94728,420.9,8.12337,ZBTB10,zinc finger and BTB domain containing 10
N0.HOG0012180,952.8,6.00264,319.2,17.61984,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1
N0.HOG0012181,279.7,1.00692,116.3,7.35016,FABP4,fatty acid binding protein 4
N0.HOG0012182,823.1,24.52838,349.9,20.88903,SLC10A5,solute carrier family 10 member 5
N0.HOG0012183,423.2,3.00472,161.8,6.19694,ZFAND1,zinc finger AN1-type containing 1
N0.HOG0012184,474.4,3.03616,188.6,7.24224,CHMP4C,charged multivesicular body protein 4C
N0.HOG0012185,610.5,0.9768,202.5,6.156,SNX16,sorting nexin 16
N0.HOG0012186,265.1,2.01476,103.9,5.18461,RALYL,RALY RNA binding protein like
N0.HOG0012187,1470.8,14.11968,443.2,18.65872,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1
N0.HOG0012190,645.1,4.5157,257.9,11.94077,ATP6V0D2,ATPase H+ transporting V0 subunit d2
N0.HOG0012191,1000.9,2.0018,418.1,12.29214,CPNE3,copine 3
N0.HOG0012192,1154.9,16.1686,510.1,21.78127,CNGB3,cyclic nucleotide gated channel subunit beta 3
N0.HOG0012193,576.2,7.08726,203.8,6.114,CNBD1,cyclic nucleotide binding domain containing 1
N0.HOG0012194,767.8,0.99814,264.2,15.77274,MMP16,matrix metallopeptidase 16
N0.HOG0012195,814,8.0586,293,12.4525,RIPK2,receptor interacting serine/threonine kinase 2
N0.HOG0012196,826.2,4.04838,286.8,8.1738,OSGIN2,oxidative stress induced growth inhibitor family member 2
N0.HOG0012197,1270.4,20.70752,421.6,10.7508,NBN,nibrin
N0.HOG0012198,524.8,7.0848,180.2,8.25316,DECR1,"2,4-dienoyl-CoA reductase 1"
N0.HOG0012200,3105.8,21.7406,1010.2,50.61102,SETBP1,SET binding protein 1
N0.HOG0012201,829,1.9896,320,17.92,SLC14A1,solute carrier family 14 member 1 (Kidd blood group)
N0.HOG0012202,562.8,12.71928,229.2,13.0644,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
N0.HOG0012204,532.7,4.04852,223.3,6.11842,HAUS1,HAUS augmin like complex subunit 1
N0.HOG0012205,554.3,20.78625,228.7,15.46012,C18orf25,chromosome 18 open reading frame 25
N0.HOG0012207,1415.6,6.08708,267.4,26.28542,LOXHD1,lipoxygenase homology domains 1
N0.HOG0012208,629.7,4.53384,75.3,5.82069,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
N0.HOG0012210,890.7,6.05676,339.3,12.41838,KATNAL2,katanin catalytic subunit A1 like 2
N0.HOG0012212,710.9,35.97154,105.1,18.31893,SKOR2,SKI family transcriptional corepressor 2
N0.HOG0012213,498.2,1.4946,185.8,0.50166,SMAD2,SMAD family member 2
N0.HOG0012214,904.5,16.281,361.5,18.7257,SERPINB12,serpin family B member 12
N0.HOG0012215,494.9,2.02909,237.1,3.03488,SERPINB5,serpin family B member 5
N0.HOG0012216,929.1,1.02201,351.9,7.10838,VPS4B,vacuolar protein sorting 4 homolog B
N0.HOG0012217,505.4,5.054,208.6,16.12478,KDSR,3-ketodihydrosphingosine reductase
N0.HOG0012218,447.9,8.10699,110.1,2.02584,BCL2,BCL2 apoptosis regulator
N0.HOG0012219,1364.7,10.50819,630.3,11.66055,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1
N0.HOG0012220,1440.8,22.62056,605.2,21.24252,ZCCHC2,zinc finger CCHC-type containing 2
N0.HOG0012221,951.4,76.68284,347.6,47.6212,TNFRSF11A,TNF receptor superfamily member 11a
N0.HOG0012222,1319.2,15.1708,516.8,22.68752,RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
N0.HOG0012223,1710.8,10.09372,704.2,13.16854,PIGN,phosphatidylinositol glycan anchor biosynthesis class N
N0.HOG0012225,1567.3,8.77688,577.7,21.9526,CDH20,cadherin 20
N0.HOG0012226,717.6,1.00464,275.4,12.36546,MC4R,melanocortin 4 receptor
N0.HOG0012227,415.4,1.99392,163.6,10.42132,CCBE1,collagen and calcium binding EGF domains 1
N0.HOG0012228,793.6,4.99968,307.4,5.0721,LMAN1,"lectin, mannose binding 1"
N0.HOG0012230,427.2,12.04704,103.8,10.96128,RAX,retina and anterior neural fold homeobox
N0.HOG0012231,226.3,0.99572,82.7,3.07644,SEC11C,"SEC11 homolog C, signal peptidase complex subunit"
N0.HOG0012233,333.6,1.0008,149.4,1.00098,MALT1,MALT1 paracaspase
N0.HOG0012234,3908.6,95.7607,1638.4,53.41184,ALPK2,alpha kinase 2
N0.HOG0012236,2585.2,9.0482,1050.8,37.09324,ATP8B1,ATPase phospholipid transporting 8B1
N0.HOG0012237,1166.2,3.96508,474.8,22.98032,NARS1,asparaginyl-tRNA synthetase 1
N0.HOG0012238,719.2,3.02064,234.8,6.12828,FECH,ferrochelatase
N0.HOG0012241,2953.3,4.13462,1270.7,38.88342,WDR7,WD repeat domain 7
N0.HOG0012244,594.6,7.07574,251.4,5.07828,CCDC68,coiled-coil domain containing 68
N0.HOG0012245,190.9,1.01177,79.1,2.03287,RAB27B,"RAB27B, member RAS oncogene family"
N0.HOG0012246,355.1,2.02407,124.9,4.08423,STARD6,StAR related lipid transfer domain containing 6
N0.HOG0012247,714.2,9.07034,281.8,10.34206,POLI,DNA polymerase iota
N0.HOG0012249,2234.4,8.04384,984.6,30.81798,DCC,DCC netrin 1 receptor
N0.HOG0012254,399.4,23.24508,146.6,10.17404,MRO,maestro
N0.HOG0012255,1148.9,10.3401,204.1,26.34931,MAPK4,mitogen-activated protein kinase 4
N0.HOG0012256,780.5,73.367,224.5,47.594,CXXC1,CXXC finger protein 1
N0.HOG0012257,965.6,2.99336,438.4,10.21472,MBD1,methyl-CpG binding domain protein 1
N0.HOG0012258,1071.5,7.0719,311.5,26.88245,NFIL3,"nuclear factor, interleukin 3 regulated"
N0.HOG0012259,1052.2,43.77152,168.8,40.512,ROR2,receptor tyrosine kinase like orphan receptor 2
N0.HOG0012262,180.2,2.01824,68.8,3.10288,LPL,lipoprotein lipase
N0.HOG0012263,1069.7,5.02759,388.3,18.71606,SLC18A1,solute carrier family 18 member A1
N0.HOG0012264,982.8,1.9656,391.2,32.23488,ATP6V1B2,ATPase H+ transporting V1 subunit B2
N0.HOG0012265,1201.1,5.04462,145.9,19.43388,LZTS1,leucine zipper tumor suppressor 1
N0.HOG0012267,569.6,3.01888,180.4,8.24428,DOK2,docking protein 2
N0.HOG0012271,1095.5,6.02525,341.5,10.21085,FAM160B2,family with sequence similarity 160 member B2
N0.HOG0012272,704.9,23.89611,225.1,22.10482,NUDT18,nudix hydrolase 18
N0.HOG0012273,2290.7,24.28142,919.3,31.99164,HR,HR lysine demethylase and nuclear receptor corepressor
N0.HOG0012274,399.3,0.99825,110.7,4.0959,REEP4,receptor accessory protein 4
N0.HOG0012275,1301.9,2.99437,312.1,16.82219,LGI3,leucine rich repeat LGI family member 3
N0.HOG0012276,2375.5,18.0538,426.5,31.85955,BMP1,bone morphogenetic protein 1
N0.HOG0012278,830.1,35.27925,282.9,43.19883,POLR3D,RNA polymerase III subunit D
N0.HOG0012279,1665,13.1535,723,21.4731,PIWIL2,piwi like RNA-mediated gene silencing 2
N0.HOG0012280,1087.1,3.04388,313.9,24.73532,SLC39A14,solute carrier family 39 member 14
N0.HOG0012284,1861,9.1189,731,31.1406,CCAR2,cell cycle and apoptosis regulator 2
N0.HOG0012286,851.5,1.0218,165.5,6.17315,EGR3,early growth response 3
N0.HOG0012287,1434.9,21.5235,386.1,22.85712,RHOBTB2,Rho related BTB domain containing 2
N0.HOG0012288,983.3,4.03153,327.7,8.1925,CHMP7,charged multivesicular body protein 7
N0.HOG0012289,243.1,17.33303,68.9,4.74721,NKX3-1,NK3 homeobox 1
N0.HOG0012291,1358.8,16.71324,564.2,25.55826,ADAM7,ADAM metallopeptidase domain 7
N0.HOG0012292,1408,7.04,416,22.0896,NEFM,neurofilament medium
N0.HOG0012293,1333.2,1.9998,286.8,5.07636,NEFL,neurofilament light
